event_id,prob_12h,prob_24h,prob_48h,prob_72h
59221605,0.8077082190128821,0.9999817564123317,0.9999983476956382,0.9999855004364349
60804856,0.7079893486480772,0.9999515450814862,0.9999983284774441,0.9999852527240997
61713947,1.8268360221569912e-07,5.995236890208389e-08,2.844686089300902e-07,6.752154340764688e-06
62129708,0.7399670567156198,0.9982725256789989,0.9999983497349004,0.9999854378477409
66849621,0.9308218325922584,0.9171762540199058,0.9987573834198888,0.999985165380445
67124529,1.0085661853390895e-06,9.130506942332238e-06,1.542493026150322e-06,6.856829743767139e-06
69348035,3.32527355233811e-08,9.107323966575903e-08,7.862819828049177e-07,6.819981322426832e-06
69572379,6.876861203536503e-10,5.503431456563096e-08,2.568693337173705e-07,6.7559200354195785e-06
69836438,3.3971133155178744e-06,6.463967086982973e-06,1.600373321574389e-06,6.8639884644640406e-06
70283101,0.7266908038337935,0.9968039890294814,0.9999179827072213,0.9999854106658927
70501603,0.10714483339026165,0.9910358428612116,0.9990990117266558,0.9999853264934208
70993222,7.388938534764706e-11,2.364759031842602e-08,1.8553765238021812e-07,6.7521248191197404e-06
71474230,0.18318677557413734,0.9996420177746019,0.9996687456211046,0.9999852935499332
71532972,0.0007593127735402409,8.598007104420233e-06,8.332734459420862e-06,7.281291877339918e-06
72973561,1.1579826752266049e-05,2.982557762976596e-07,1.0965522843757554e-05,7.12101331755601e-06
73023698,1.5924797170955235e-07,6.478543385404408e-07,5.236719499775145e-07,6.891249254464455e-06
74751606,1.763400615058722e-06,3.8726752104731876e-07,6.188871625799369e-07,6.812760524014923e-06
74945408,0.20071548216875923,0.9975050511916828,0.9999535364467523,0.9999853592161433
75012237,0.9897676547954961,0.9998913874851827,0.9999991997541544,0.9999852548810688
75726601,4.928914436707558e-07,2.091672644631561e-06,1.0003100368722514e-06,6.76783979872681e-06
78173856,4.6039236654618073e-07,7.873647347923167e-08,5.094915445752653e-07,6.788948135397059e-06
78227688,0.005204988883421047,8.253335134275093e-06,2.2473999972185307e-05,8.54299314470603e-06
78266693,3.73150373340665e-08,3.2655223757331866e-08,2.8406289207177024e-07,6.775722514757581e-06
78502343,6.442559007200536e-06,3.6252484136726863e-06,8.084478444281074e-07,6.911270608603244e-06
78780565,1.5388081157629954e-08,7.918727333792637e-08,4.2301383895013197e-07,6.820605886230531e-06
80446138,2.2356200328339523e-05,1.3688355013850204e-06,3.0623891495105864e-06,6.816465833762842e-06
80819726,1.715657820062692e-05,4.751050755096883e-06,1.6326975809721882e-06,6.87131146628069e-06
81010506,6.582929517940418e-08,1.2761406774891694e-07,4.2886912621179075e-07,6.754161856645018e-06
81611002,9.430112056809883e-09,3.3149344325353767e-07,6.234753200452418e-07,6.772866046410458e-06
81715663,0.1520020080506861,0.9975295250285299,0.9998231777499322,0.9999853113152328
82779392,2.8366102750021987e-07,1.945178604362408e-07,3.4887878161650945e-07,6.761484427469212e-06
83261710,1.5368811266065243e-06,1.287604505710824e-06,9.52830093251602e-07,6.783047158173589e-06
84903193,5.05786118375767e-07,6.160051600682296e-08,2.1312766971854942e-07,6.82030135023144e-06
87245976,2.024964560016833e-07,1.653617944155406e-07,7.463825601150122e-07,6.830363133892206e-06
87273546,0.0010577773961401474,4.2581060068478746e-05,7.533138840799108e-06,7.5453522472981165e-06
89909836,5.097838725764548e-07,7.666982385116866e-07,9.308769755396083e-07,6.7747517218000095e-06
91234126,8.678468466638271e-05,1.623545132206463e-05,5.056075490995801e-06,6.985448080681534e-06
93027270,0.3273170174703898,0.9999940287633124,0.9999801355948816,0.9999850989015222
94627327,0.00022483670870922386,5.6026066564551704e-05,2.0211239013883426e-05,7.739715099620413e-06
96570675,5.819681776959899e-08,9.196374122612705e-07,6.774555186808379e-07,6.779930757730082e-06
97225766,4.431357806037078e-10,8.204988797558449e-08,3.121692234025469e-07,6.758005190317045e-06
98446281,0.0001943866611556522,1.582944181284663e-05,5.19351572914465e-06,7.1182329192316825e-06
99649465,8.068905943714262e-06,1.2237922755576343e-06,5.102462090399856e-07,6.894588108653089e-06
